# Forces      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
2560          	((0.000000e+00 0.000000e+00 -2.241202e-13) (5.635999e-01 -8.573028e-16 -4.678101e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.907267e-14 5.603004e-15 0.000000e+00) (4.219382e-16 1.169525e-17 -8.153357e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2561          	((0.000000e+00 0.000000e+00 1.471644e-14) (5.635978e-01 -6.309350e-16 -4.188308e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.003324e-13 -3.679110e-16 0.000000e+00) (3.830244e-16 1.047077e-17 -8.043822e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2562          	((0.000000e+00 0.000000e+00 -1.151989e-12) (5.635957e-01 -1.015969e-15 -4.817798e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.388044e-13 2.879973e-14 0.000000e+00) (4.220163e-16 1.204449e-17 -7.934865e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2563          	((0.000000e+00 0.000000e+00 -9.440413e-13) (5.635936e-01 -1.156715e-15 -5.394487e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.593707e-14 2.360103e-14 0.000000e+00) (4.777600e-16 1.348622e-17 -7.826482e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2564          	((0.000000e+00 0.000000e+00 -6.243406e-13) (5.635915e-01 -1.158415e-15 -5.591759e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.384348e-14 1.560851e-14 0.000000e+00) (4.910769e-16 1.397940e-17 -7.718672e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2565          	((0.000000e+00 0.000000e+00 -1.182959e-13) (5.635894e-01 -9.517099e-16 -5.323307e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.933521e-14 2.957397e-15 0.000000e+00) (4.651480e-16 1.330827e-17 -7.611433e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2566          	((0.000000e+00 0.000000e+00 -1.243163e-12) (5.635873e-01 -1.289834e-15 -6.061483e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.192977e-13 3.107909e-14 0.000000e+00) (5.158982e-16 1.515371e-17 -7.504761e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2567          	((0.000000e+00 0.000000e+00 -3.212762e-13) (5.635852e-01 -1.116686e-15 -5.940091e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.815369e-14 8.031905e-15 0.000000e+00) (5.159073e-16 1.485023e-17 -7.398655e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2568          	((0.000000e+00 0.000000e+00 -3.961872e-13) (5.635831e-01 -1.037887e-15 -5.757239e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.064702e-14 9.904679e-15 0.000000e+00) (5.006343e-16 1.439310e-17 -7.293111e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2569          	((0.000000e+00 0.000000e+00 -3.516955e-13) (5.635811e-01 -9.947068e-16 -5.340132e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.063421e-15 8.792387e-15 0.000000e+00) (4.685171e-16 1.335033e-17 -7.188129e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2570          	((0.000000e+00 0.000000e+00 -5.485375e-13) (5.635790e-01 -1.000007e-15 -5.410475e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.711679e-15 1.371344e-14 0.000000e+00) (4.700998e-16 1.352619e-17 -7.083705e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2571          	((0.000000e+00 0.000000e+00 -5.609869e-13) (5.635770e-01 -1.016147e-15 -5.390696e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.785420e-14 1.402467e-14 0.000000e+00) (4.641724e-16 1.347674e-17 -6.979837e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2572          	((0.000000e+00 0.000000e+00 -3.713892e-13) (5.635749e-01 -9.665141e-16 -5.087176e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.031535e-15 9.284730e-15 0.000000e+00) (4.515319e-16 1.271794e-17 -6.876522e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2573          	((0.000000e+00 0.000000e+00 4.374103e-13) (5.635729e-01 -5.801813e-16 -3.962081e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.302442e-13 -1.093526e-14 0.000000e+00) (3.663715e-16 9.905201e-18 -6.773759e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2574          	((0.000000e+00 0.000000e+00 -3.841239e-13) (5.635709e-01 -6.017081e-16 -3.782690e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.704515e-14 9.603098e-15 0.000000e+00) (3.486779e-16 9.456724e-18 -6.671546e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2575          	((0.000000e+00 0.000000e+00 -1.102580e-12) (5.635689e-01 -9.685745e-16 -4.354236e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.518982e-13 2.756449e-14 0.000000e+00) (3.876630e-16 1.088559e-17 -6.569826e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2576          	((0.000000e+00 0.000000e+00 -6.915993e-13) (5.635668e-01 -1.008712e-15 -5.004293e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.558125e-14 1.728998e-14 0.000000e+00) (4.309083e-16 1.251073e-17 -6.468651e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2577          	((0.000000e+00 0.000000e+00 -6.705953e-13) (5.635648e-01 -1.062905e-15 -5.352191e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.109518e-14 1.676488e-14 0.000000e+00) (4.557995e-16 1.338048e-17 -6.368020e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2578          	((0.000000e+00 0.000000e+00 -1.166610e-12) (5.635628e-01 -1.313850e-15 -6.100713e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.520581e-14 2.916525e-14 0.000000e+00) (5.189738e-16 1.525178e-17 -6.267932e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2579          	((0.000000e+00 0.000000e+00 5.267019e-13) (5.635608e-01 -7.807624e-16 -4.956948e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.766439e-13 -1.316755e-14 0.000000e+00) (4.388519e-16 1.239237e-17 -6.168384e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2580          	((0.000000e+00 0.000000e+00 -1.037175e-12) (5.635589e-01 -1.139373e-15 -5.224340e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.414109e-13 2.592938e-14 0.000000e+00) (4.527207e-16 1.306085e-17 -6.069377e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2581          	((0.000000e+00 0.000000e+00 -2.750380e-13) (5.635569e-01 -9.802740e-16 -5.069022e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.227768e-14 6.875951e-15 0.000000e+00) (4.364460e-16 1.267255e-17 -5.970908e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2582          	((0.000000e+00 0.000000e+00 -8.419765e-13) (5.635549e-01 -1.135798e-15 -5.469658e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.559956e-14 2.104941e-14 0.000000e+00) (4.755385e-16 1.367415e-17 -5.872976e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2583          	((0.000000e+00 0.000000e+00 -8.624195e-13) (5.635529e-01 -1.221325e-15 -5.972006e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.070484e-14 2.156049e-14 0.000000e+00) (5.151056e-16 1.493002e-17 -5.775578e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2584          	((0.000000e+00 0.000000e+00 -2.058354e-13) (5.635510e-01 -1.002676e-15 -5.748166e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.683719e-14 5.145885e-15 0.000000e+00) (4.959263e-16 1.437042e-17 -5.678715e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2585          	((0.000000e+00 0.000000e+00 3.613186e-13) (5.635490e-01 -6.427732e-16 -4.625916e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.292474e-13 -9.032965e-15 0.000000e+00) (4.098758e-16 1.156479e-17 -5.582384e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2586          	((0.000000e+00 0.000000e+00 -1.333365e-12) (5.635471e-01 -1.125557e-15 -5.287760e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.766126e-13 3.333411e-14 0.000000e+00) (4.516602e-16 1.321940e-17 -5.486585e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2587          	((0.000000e+00 0.000000e+00 -3.571089e-13) (5.635451e-01 -1.003843e-15 -5.225272e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.983850e-14 8.927724e-15 0.000000e+00) (4.499967e-16 1.306318e-17 -5.391314e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2588          	((0.000000e+00 0.000000e+00 -9.683120e-13) (5.635432e-01 -1.190016e-15 -5.822535e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.048172e-14 2.420780e-14 0.000000e+00) (5.016250e-16 1.455634e-17 -5.296572e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2589          	((0.000000e+00 0.000000e+00 -2.106827e-14) (5.635413e-01 -8.837060e-16 -5.346600e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.122538e-13 5.267068e-16 0.000000e+00) (4.750563e-16 1.336650e-17 -5.202355e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2590          	((0.000000e+00 0.000000e+00 -6.678306e-13) (5.635393e-01 -1.015540e-15 -5.278084e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.602472e-14 1.669577e-14 0.000000e+00) (4.675111e-16 1.319521e-17 -5.108663e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2591          	((0.000000e+00 0.000000e+00 -1.036074e-12) (5.635374e-01 -1.243704e-15 -5.795248e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.030311e-14 2.590184e-14 0.000000e+00) (4.990249e-16 1.448812e-17 -5.015494e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2592          	((0.000000e+00 0.000000e+00 1.311612e-13) (5.635355e-01 -8.819390e-16 -5.141496e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.110761e-13 -3.279030e-15 0.000000e+00) (4.545803e-16 1.285374e-17 -4.922846e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2593          	((0.000000e+00 0.000000e+00 -5.067440e-13) (5.635336e-01 -9.428580e-16 -4.851339e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.759827e-14 1.266860e-14 0.000000e+00) (4.380834e-16 1.212835e-17 -4.830718e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2594          	((0.000000e+00 0.000000e+00 -4.332646e-13) (5.635317e-01 -8.935826e-16 -4.771421e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.764183e-14 1.083162e-14 0.000000e+00) (4.325172e-16 1.192855e-17 -4.739108e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2595          	((0.000000e+00 0.000000e+00 -1.973557e-13) (5.635298e-01 -7.931355e-16 -4.511795e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.180176e-14 4.933893e-15 0.000000e+00) (4.025068e-16 1.127949e-17 -4.648015e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2596          	((0.000000e+00 0.000000e+00 -8.075573e-13) (5.635280e-01 -9.845059e-16 -4.999091e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.660747e-14 2.018893e-14 0.000000e+00) (4.297667e-16 1.249773e-17 -4.557435e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2597          	((0.000000e+00 0.000000e+00 -6.770333e-13) (5.635261e-01 -1.019838e-15 -5.340892e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.521179e-14 1.692583e-14 0.000000e+00) (4.560816e-16 1.335223e-17 -4.467368e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2598          	((0.000000e+00 0.000000e+00 -2.463093e-14) (5.635242e-01 -7.982048e-16 -4.790754e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.777731e-14 6.157732e-16 0.000000e+00) (4.149527e-16 1.197689e-17 -4.377811e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2599          	((0.000000e+00 0.000000e+00 -5.265128e-13) (5.635223e-01 -8.541790e-16 -4.651224e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.089033e-14 1.316282e-14 0.000000e+00) (4.120825e-16 1.162806e-17 -4.288764e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2600          	((0.000000e+00 0.000000e+00 -9.236596e-13) (5.635205e-01 -1.091289e-15 -5.053881e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.879958e-14 2.309149e-14 0.000000e+00) (4.425122e-16 1.263470e-17 -4.200224e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2601          	((0.000000e+00 0.000000e+00 -1.441206e-12) (5.635186e-01 -1.477052e-15 -6.108967e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.534296e-13 3.603015e-14 0.000000e+00) (5.229406e-16 1.527242e-17 -4.112188e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2602          	((0.000000e+00 0.000000e+00 -8.556481e-14) (5.635168e-01 -1.127874e-15 -5.860417e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.208282e-13 2.139120e-15 0.000000e+00) (5.187474e-16 1.465104e-17 -4.024653e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2603          	((0.000000e+00 0.000000e+00 -5.188300e-13) (5.635149e-01 -1.102669e-15 -5.893106e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.237823e-14 1.297075e-14 0.000000e+00) (5.205104e-16 1.473277e-17 -3.937621e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2604          	((0.000000e+00 0.000000e+00 -2.093009e-13) (5.635131e-01 -9.761516e-16 -5.384822e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.768207e-14 5.232523e-15 0.000000e+00) (4.725452e-16 1.346206e-17 -3.851088e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2605          	((0.000000e+00 0.000000e+00 -1.114946e-12) (5.635113e-01 -1.247234e-15 -5.903620e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.637339e-14 2.787364e-14 0.000000e+00) (5.137769e-16 1.475905e-17 -3.765053e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2606          	((0.000000e+00 0.000000e+00 6.438626e-13) (5.635095e-01 -6.498760e-16 -4.704256e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.058688e-13 -1.609657e-14 0.000000e+00) (4.279174e-16 1.176064e-17 -3.679513e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2607          	((0.000000e+00 0.000000e+00 -6.307595e-13) (5.635077e-01 -8.640249e-16 -4.482789e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.599006e-14 1.576899e-14 0.000000e+00) (3.958948e-16 1.120697e-17 -3.594467e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2608          	((0.000000e+00 0.000000e+00 9.807397e-14) (5.635058e-01 -5.792396e-16 -3.964691e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.146733e-13 -2.451849e-15 0.000000e+00) (3.587894e-16 9.911729e-18 -3.509913e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2609          	((0.000000e+00 0.000000e+00 -5.843277e-13) (5.635040e-01 -7.223749e-16 -4.004274e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.294435e-14 1.460819e-14 0.000000e+00) (3.575096e-16 1.001068e-17 -3.425848e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2610          	((0.000000e+00 0.000000e+00 -1.254591e-12) (5.635022e-01 -1.127703e-15 -4.783224e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.733952e-13 3.136477e-14 0.000000e+00) (4.169976e-16 1.195806e-17 -3.342271e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2611          	((0.000000e+00 0.000000e+00 -1.252237e-12) (5.635005e-01 -1.369842e-15 -5.970810e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.252175e-14 3.130593e-14 0.000000e+00) (5.046650e-16 1.492702e-17 -3.259177e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2612          	((0.000000e+00 0.000000e+00 4.465691e-14) (5.634987e-01 -1.016698e-15 -5.679052e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.177982e-13 -1.116423e-15 0.000000e+00) (4.825227e-16 1.419763e-17 -3.176567e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2613          	((0.000000e+00 0.000000e+00 -7.661094e-13) (5.634969e-01 -1.134946e-15 -5.843428e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.754798e-14 1.915273e-14 0.000000e+00) (4.952304e-16 1.460857e-17 -3.094438e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2614          	((0.000000e+00 0.000000e+00 -1.065833e-12) (5.634951e-01 -1.333161e-15 -6.488333e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.504661e-14 2.664582e-14 0.000000e+00) (5.456027e-16 1.622083e-17 -3.012788e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2615          	((0.000000e+00 0.000000e+00 4.397724e-13) (5.634934e-01 -8.340667e-16 -5.369548e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.634525e-13 -1.099431e-14 0.000000e+00) (4.694620e-16 1.342387e-17 -2.931615e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2616          	((0.000000e+00 0.000000e+00 -6.203023e-13) (5.634916e-01 -9.586364e-16 -5.287384e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.339648e-14 1.550756e-14 0.000000e+00) (4.603056e-16 1.321846e-17 -2.850919e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2617          	((0.000000e+00 0.000000e+00 -1.818586e-13) (5.634898e-01 -7.712117e-16 -4.936536e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.983903e-14 4.546464e-15 0.000000e+00) (4.358764e-16 1.234134e-17 -2.770696e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2618          	((0.000000e+00 0.000000e+00 -8.432255e-13) (5.634881e-01 -9.914359e-16 -5.021630e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.116978e-14 2.108064e-14 0.000000e+00) (4.447602e-16 1.255408e-17 -2.690944e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2619          	((0.000000e+00 0.000000e+00 -1.186921e-12) (5.634863e-01 -1.281055e-15 -5.772405e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.183139e-13 2.967302e-14 0.000000e+00) (5.054375e-16 1.443101e-17 -2.611661e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2620          	((0.000000e+00 0.000000e+00 -8.199159e-13) (5.634846e-01 -1.360036e-15 -6.152505e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.069578e-14 2.049790e-14 0.000000e+00) (5.290218e-16 1.538126e-17 -2.532844e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2621          	((0.000000e+00 0.000000e+00 1.092033e-13) (5.634829e-01 -9.853543e-16 -5.504675e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.343241e-13 -2.730083e-15 0.000000e+00) (4.839945e-16 1.376169e-17 -2.454493e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2622          	((0.000000e+00 0.000000e+00 -8.959563e-13) (5.634812e-01 -1.198643e-15 -5.775791e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.931796e-14 2.239891e-14 0.000000e+00) (5.030403e-16 1.443948e-17 -2.376606e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2623          	((0.000000e+00 0.000000e+00 -2.733129e-13) (5.634794e-01 -1.040893e-15 -5.601206e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.480712e-14 6.832823e-15 0.000000e+00) (4.811795e-16 1.400302e-17 -2.299179e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2624          	((0.000000e+00 0.000000e+00 -4.148130e-14) (5.634777e-01 -8.298210e-16 -5.095760e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.990658e-14 1.037032e-15 0.000000e+00) (4.361726e-16 1.273940e-17 -2.222212e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2625          	((0.000000e+00 0.000000e+00 -7.178659e-13) (5.634760e-01 -9.643493e-16 -5.192734e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.337641e-14 1.794665e-14 0.000000e+00) (4.411598e-16 1.298184e-17 -2.145703e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2626          	((0.000000e+00 0.000000e+00 -5.339467e-13) (5.634743e-01 -9.643670e-16 -5.146455e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.359499e-15 1.334867e-14 0.000000e+00) (4.415261e-16 1.286614e-17 -2.069648e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2627          	((0.000000e+00 0.000000e+00 -3.419516e-13) (5.634726e-01 -8.613545e-16 -4.938333e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.795451e-14 8.548790e-15 0.000000e+00) (4.437321e-16 1.234583e-17 -1.994047e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2628          	((0.000000e+00 0.000000e+00 -3.922392e-13) (5.634709e-01 -8.503494e-16 -4.833808e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.643730e-15 9.805981e-15 0.000000e+00) (4.248275e-16 1.208452e-17 -1.918897e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2629          	((0.000000e+00 0.000000e+00 -3.618850e-13) (5.634692e-01 -8.430763e-16 -4.652102e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.186132e-14 9.047126e-15 0.000000e+00) (4.103806e-16 1.163025e-17 -1.844197e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2630          	((0.000000e+00 0.000000e+00 -4.273368e-13) (5.634676e-01 -8.124515e-16 -4.582950e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.418942e-14 1.068342e-14 0.000000e+00) (4.101509e-16 1.145738e-17 -1.769944e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2631          	((0.000000e+00 0.000000e+00 -7.628521e-13) (5.634659e-01 -9.616984e-16 -4.902961e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.366221e-14 1.907130e-14 0.000000e+00) (4.295369e-16 1.225740e-17 -1.696136e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2632          	((0.000000e+00 0.000000e+00 -1.005056e-12) (5.634642e-01 -1.179520e-15 -5.527564e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.603624e-14 2.512640e-14 0.000000e+00) (4.660679e-16 1.381891e-17 -1.622772e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2633          	((0.000000e+00 0.000000e+00 -3.389520e-13) (5.634626e-01 -1.033565e-15 -5.562638e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.952846e-14 8.473800e-15 0.000000e+00) (4.711784e-16 1.390659e-17 -1.549848e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2634          	((0.000000e+00 0.000000e+00 2.656430e-13) (5.634609e-01 -6.877793e-16 -4.745145e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.310510e-13 -6.641076e-15 0.000000e+00) (4.124923e-16 1.186286e-17 -1.477364e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2635          	((0.000000e+00 0.000000e+00 -7.172766e-13) (5.634593e-01 -9.069944e-16 -4.609191e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.363361e-14 1.793191e-14 0.000000e+00) (3.950197e-16 1.152298e-17 -1.405319e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2636          	((0.000000e+00 0.000000e+00 -8.434136e-13) (5.634576e-01 -1.024443e-15 -5.111270e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.871715e-14 2.108534e-14 0.000000e+00) (4.349818e-16 1.277818e-17 -1.333709e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2637          	((0.000000e+00 0.000000e+00 -7.526252e-16) (5.634560e-01 -7.850351e-16 -4.608845e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.581182e-14 1.881563e-17 0.000000e+00) (4.022311e-16 1.152211e-17 -1.262532e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2638          	((0.000000e+00 0.000000e+00 -1.273130e-13) (5.634543e-01 -6.514033e-16 -4.125587e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.182193e-14 3.182824e-15 0.000000e+00) (3.737197e-16 1.031397e-17 -1.191789e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2639          	((0.000000e+00 0.000000e+00 -9.472072e-13) (5.634527e-01 -9.453508e-16 -4.456066e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.145060e-13 2.368018e-14 0.000000e+00) (4.001169e-16 1.114016e-17 -1.121478e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2640          	((0.000000e+00 0.000000e+00 -8.127340e-13) (5.634511e-01 -1.051237e-15 -5.061717e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.378993e-14 2.031835e-14 0.000000e+00) (4.376791e-16 1.265429e-17 -1.051597e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
2641          	((0.000000e+00 0.000000e+00 -4.055405e-13) (5.634495e-01 -9.783671e-16 -5.162226e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.248516e-14 1.013851e-14 0.000000e+00) (4.453680e-16 1.290557e-17 -9.821457e-10) (0.000000e+00 0.000000e+00 0.000000e+00))
2642          	((0.000000e+00 0.000000e+00 -2.202161e-13) (5.634479e-01 -8.633496e-16 -4.853195e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.235792e-14 5.505402e-15 0.000000e+00) (4.233277e-16 1.213299e-17 -9.131235e-10) (0.000000e+00 0.000000e+00 0.000000e+00))
2643          	((0.000000e+00 0.000000e+00 -7.327947e-13) (5.634463e-01 -9.771993e-16 -5.120831e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.871125e-14 1.831987e-14 0.000000e+00) (4.463445e-16 1.280208e-17 -8.445285e-10) (0.000000e+00 0.000000e+00 0.000000e+00))
2644          	((0.000000e+00 0.000000e+00 1.361756e-13) (5.634447e-01 -6.693632e-16 -4.504139e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.022065e-13 -3.404390e-15 0.000000e+00) (3.993569e-16 1.126035e-17 -7.763584e-10) (0.000000e+00 0.000000e+00 0.000000e+00))
2645          	((0.000000e+00 0.000000e+00 -8.218134e-13) (5.634431e-01 -9.021368e-16 -4.738004e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.054346e-14 2.054533e-14 0.000000e+00) (4.138074e-16 1.184501e-17 -7.086125e-10) (0.000000e+00 0.000000e+00 0.000000e+00))
